epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,63.18,0.71774,0.60847,1.00123,0.95889,0.9359,0.97389,0.78967,0.76125,0.54951,0.98031,0.0006734,0.0006734,0.0006734
69,64.0641,0.76736,0.63526,1.03251,0.94622,0.9359,0.97289,0.7616,0.88105,0.56079,1.0032,0.0006536,0.0006536,0.0006536
70,64.9364,0.71643,0.58752,0.98918,0.95033,0.94872,0.9754,0.7683,0.89172,0.56066,1.00512,0.0006338,0.0006338,0.0006338
71,65.8151,0.66674,0.55612,0.97078,0.92408,0.94872,0.97462,0.78507,0.78254,0.5728,0.98331,0.000614,0.000614,0.000614
72,66.7251,0.66567,0.54506,0.95893,0.93408,0.94872,0.97351,0.82876,0.61804,0.52857,0.96365,0.0005942,0.0005942,0.0005942
73,67.601,0.65803,0.54067,0.96798,0.92976,0.94872,0.97523,0.83148,0.63322,0.52728,0.95494,0.0005744,0.0005744,0.0005744
74,68.4655,0.637,0.53258,0.95289,0.93782,0.96681,0.97109,0.82755,0.64064,0.51831,0.94878,0.0005546,0.0005546,0.0005546
75,69.337,0.69444,0.59532,0.99821,0.93804,0.97049,0.96874,0.8199,0.62383,0.51869,0.94397,0.0005348,0.0005348,0.0005348
76,70.2313,0.68559,0.55715,0.96715,0.94732,0.97436,0.97391,0.80955,0.66697,0.54448,0.9646,0.000515,0.000515,0.000515
77,71.11,0.61819,0.51207,0.94085,0.93392,0.96154,0.97258,0.79999,0.6968,0.56599,0.97883,0.0004952,0.0004952,0.0004952
78,71.9909,0.62593,0.51464,0.93999,0.93982,0.9359,0.96729,0.80041,0.67899,0.57325,0.98845,0.0004754,0.0004754,0.0004754
79,72.8556,0.69959,0.57388,1.00018,0.92412,0.94872,0.96602,0.79443,0.64845,0.56307,0.97115,0.0004556,0.0004556,0.0004556
80,73.7389,0.66347,0.53696,0.97316,0.92556,0.95643,0.96729,0.80807,0.62439,0.54836,0.93893,0.0004358,0.0004358,0.0004358
81,74.6127,0.65121,0.52556,0.9543,0.9129,0.96154,0.96853,0.82121,0.61693,0.54401,0.93537,0.000416,0.000416,0.000416
82,75.4982,0.66218,0.52801,0.96293,0.91563,0.96154,0.97035,0.80892,0.61088,0.53395,0.94134,0.0003962,0.0003962,0.0003962
83,76.3745,0.65234,0.51327,0.95079,0.89383,0.94872,0.97307,0.81175,0.60806,0.52018,0.95292,0.0003764,0.0003764,0.0003764
84,77.2621,0.63337,0.50478,0.93405,0.97168,0.89744,0.97662,0.81625,0.6485,0.50579,0.96384,0.0003566,0.0003566,0.0003566
85,78.1313,0.66257,0.5337,0.96711,0.9684,0.89744,0.97606,0.80649,0.67821,0.50777,0.95818,0.0003368,0.0003368,0.0003368
86,78.9935,0.62259,0.48128,0.94051,0.9247,0.94473,0.97636,0.80948,0.69344,0.50801,0.95629,0.000317,0.000317,0.000317
87,79.8711,0.69161,0.57428,0.97054,0.93455,0.9359,0.97502,0.81072,0.68525,0.51251,0.95416,0.0002972,0.0002972,0.0002972
88,80.765,0.67954,0.55966,0.98863,0.91449,0.95982,0.97441,0.8152,0.67002,0.52078,0.95333,0.0002774,0.0002774,0.0002774
89,81.6419,0.61747,0.49938,0.9392,0.92587,0.96154,0.97479,0.82119,0.654,0.51573,0.95449,0.0002576,0.0002576,0.0002576
90,82.5448,0.59255,0.49976,0.92233,0.92494,0.94796,0.97632,0.82938,0.63899,0.51176,0.95622,0.0002378,0.0002378,0.0002378
91,103.65,0.54728,0.72191,0.89273,0.97273,0.91452,0.97799,0.82734,0.62566,0.50235,0.96013,0.000218,0.000218,0.000218
92,104.506,0.55832,0.74409,0.90346,0.94865,0.94735,0.97965,0.82823,0.62696,0.49001,0.96095,0.0001982,0.0001982,0.0001982
93,105.337,0.55766,0.65182,0.89049,0.94706,0.9359,0.96895,0.81773,0.64585,0.49489,0.96603,0.0001784,0.0001784,0.0001784
94,106.16,0.53444,0.60216,0.88508,0.94793,0.93352,0.96538,0.80955,0.66133,0.50587,0.96873,0.0001586,0.0001586,0.0001586
95,106.984,0.535,0.54883,0.88106,0.93657,0.94654,0.96387,0.79089,0.67283,0.52018,0.96988,0.0001388,0.0001388,0.0001388
96,107.828,0.51651,0.52375,0.86591,0.93499,0.9359,0.9533,0.78533,0.67668,0.5634,0.97067,0.000119,0.000119,0.000119
97,108.652,0.51652,0.53077,0.87223,0.93527,0.9359,0.9511,0.78666,0.66978,0.56804,0.97032,9.92e-05,9.92e-05,9.92e-05
98,109.48,0.51498,0.51808,0.86856,0.92391,0.93406,0.95004,0.78672,0.67121,0.56947,0.97622,7.94e-05,7.94e-05,7.94e-05
99,110.307,0.49302,0.51874,0.85622,0.92379,0.93252,0.95118,0.78565,0.66879,0.56355,0.98025,5.96e-05,5.96e-05,5.96e-05
100,111.158,0.49684,0.50693,0.8588,0.94423,0.92308,0.95414,0.78764,0.66482,0.55217,0.97532,3.98e-05,3.98e-05,3.98e-05
